,Credit Score,First Payment Date,First Time Homebuyer Flag,Maturity Date,Metropolitan Statistical Area (MSA) Or Metropolitan Division,Mortgage Insurance Percentage (MI %),Number of Units,Occupancy Status,Original Combined Loan-to-Value (CLTV),Original Debt-to-Income (DTI) Ratio,Original UPB,Original Loan-to-Value (LTV),Original Interest Rate,Channel,Prepayment Penalty Mortgage (PPM) Flag,Amortization Type (Formerly Product Type),Property State,Property Type,Postal Code,Loan Sequence Number,Loan Purpose,Original Loan Term,Number of Borrowers,Seller Name,Servicer Name,Super Conforming Flag,Pre-HARP Loan Sequence Number,Program Indicator,HARP Indicator,Property Valuation Method,Interest Only (I/O) Indicator,Mortgage Insurance Cancellation Indicator
536,685,202303,N,204302,23104.0,0,1,P,55,40,235000,55,5.625,B,N,FRM,TX,SF,76000,F23Q10008506,C,240,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
537,709,202303,N,205302,19740.0,0,1,P,69,41,498000,69,5.99,R,N,FRM,CO,SF,80400,F23Q10008535,C,360,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
538,680,202303,N,205302,17460.0,0,1,P,60,47,133000,60,5.99,R,N,FRM,OH,SF,44000,F23Q10008542,C,360,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
539,636,202303,N,205302,43640.0,0,1,P,57,43,180000,57,5.99,R,N,FRM,LA,PU,70400,F23Q10008550,C,360,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
540,655,202303,N,203802,21340.0,0,1,P,66,38,141000,66,6.99,R,N,FRM,TX,SF,79900,F23Q10008563,C,180,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
541,721,202303,N,205302,38300.0,0,1,P,48,15,116000,48,6.375,R,N,FRM,PA,SF,15000,F23Q10008592,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
542,635,202303,N,205302,36740.0,0,1,P,30,42,75000,30,6.5,R,N,FRM,FL,CO,32800,F23Q10008604,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
543,669,202303,N,205302,,0,1,P,53,43,180000,53,6.5,R,N,FRM,KY,SF,40700,F23Q10008613,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
544,761,202303,N,205302,38060.0,0,1,P,67,47,340000,67,6.5,R,N,FRM,AZ,PU,85200,F23Q10008617,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
545,664,202303,N,205302,36260.0,0,1,P,33,44,200000,33,6.5,R,N,FRM,UT,SF,84000,F23Q10008633,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
546,682,202303,N,205302,19804.0,0,1,P,63,31,115000,63,6.5,R,N,FRM,MI,SF,48100,F23Q10008648,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
547,713,202303,N,205302,20500.0,0,1,P,75,35,522000,75,6.5,R,N,FRM,NC,PU,27500,F23Q10008651,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
548,683,202303,N,205302,33460.0,0,1,I,70,36,169000,70,7.5,R,N,FRM,MN,SF,55000,F23Q10008686,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
549,734,202303,N,205302,26420.0,0,1,P,56,42,125000,56,7.625,R,N,FRM,TX,SF,77300,F23Q10008690,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
550,781,202303,N,205302,35660.0,0,1,I,75,4,176000,75,7.375,R,N,FRM,MI,SF,49000,F23Q10008693,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
551,672,202303,N,205302,23104.0,0,1,P,70,45,180000,70,7.375,R,N,FRM,TX,SF,76100,F23Q10008695,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
552,726,202303,N,205302,17460.0,0,1,P,79,41,182000,79,7.375,R,N,FRM,OH,SF,44000,F23Q10008706,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
553,705,202303,N,205302,45300.0,0,1,P,80,47,192000,80,5.999,C,N,FRM,FL,SF,34600,F23Q10008711,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
554,712,202303,N,205302,37340.0,0,1,P,80,37,355000,80,6.99,R,N,FRM,FL,PU,32900,F23Q10008729,C,360,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
555,694,202303,N,205302,33780.0,0,1,P,73,33,176000,73,6.875,R,N,FRM,MI,SF,48100,F23Q10008745,C,360,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
556,740,202303,N,205302,46060.0,0,1,P,67,41,175000,67,6.99,R,N,FRM,AZ,SF,85700,F23Q10008761,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
557,651,202303,N,205302,12054.0,0,1,P,44,40,126000,44,6.99,R,N,FRM,GA,SF,30000,F23Q10008769,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
558,715,202303,N,205302,47664.0,0,1,P,75,32,160000,75,6.875,R,N,FRM,MI,SF,48300,F23Q10008779,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
559,803,202303,N,205302,41740.0,0,1,P,80,34,372000,80,6.5,C,N,FRM,CA,CO,92100,F23Q10008801,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
560,769,202304,N,203303,,0,1,P,65,28,99000,65,5.625,R,N,FRM,MI,MH,49400,F23Q10008805,C,120,1,Other sellers,Other servicers,,,9,,2,N,7
561,775,202303,N,205302,10900.0,0,1,I,75,35,99000,75,6.375,B,N,FRM,PA,PU,18200,F23Q10008808,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
562,753,202303,Y,205302,14454.0,0,1,P,80,50,184000,80,6.5,R,N,FRM,MA,CO,2300,F23Q10008815,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
563,753,202303,N,205302,30780.0,30,1,P,95,44,207000,95,6.5,C,N,FRM,AR,SF,72000,F23Q10008831,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N,N
564,734,202303,Y,205302,32820.0,25,1,P,90,33,249000,90,6.499,C,N,FRM,TN,SF,38100,F23Q10008835,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N,N
565,766,202303,Y,205302,15380.0,25,1,P,90,43,203000,90,6.5,C,N,FRM,NY,SF,14000,F23Q10008840,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N,N
566,701,202303,Y,205302,18140.0,30,1,P,95,44,694000,95,6.625,C,N,FRM,OH,PU,43000,F23Q10008872,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N,N
567,790,202303,N,205302,48620.0,0,1,P,67,39,195000,67,6.375,R,N,FRM,KS,PU,67200,F23Q10008882,P,360,1,Other sellers,Other servicers,,,9,,1,N,7
568,696,202303,Y,205302,,25,1,P,90,47,180000,90,6.25,B,N,FRM,VT,SF,5700,F23Q10008921,P,360,2,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,H,,2,N,N
569,753,202303,N,205302,36540.0,0,1,I,75,15,165000,75,6.625,B,N,FRM,NE,PU,68100,F23Q10008928,P,360,2,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,2,N,7
570,795,202303,N,205302,27260.0,0,1,P,80,44,228000,80,6.375,B,N,FRM,FL,SF,32000,F23Q10008935,P,360,1,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,2,N,7
571,744,202303,N,205302,28940.0,0,1,P,80,45,240000,80,6.375,R,N,FRM,TN,SF,37800,F23Q10008938,P,360,2,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,3,N,7
572,684,202303,N,205302,34980.0,0,1,P,39,37,250000,39,6.375,C,N,FRM,TN,SF,37000,F23Q10008941,P,360,2,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,2,N,7
573,797,202303,N,205302,,0,1,P,65,34,90000,65,6.375,C,N,FRM,UT,SF,84700,F23Q10008962,P,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N,7
574,748,202303,N,205302,31140.0,0,1,P,70,35,252000,70,5.99,R,N,FRM,KY,SF,40100,F23Q10008966,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
575,717,202303,N,205302,40060.0,0,1,P,70,45,122000,70,5.625,C,N,FRM,VA,SF,23200,F23Q10008970,C,360,1,Other sellers,"ROCKET MORTGAGE, LLC",,,9,,2,N,7
576,786,202303,N,205302,40900.0,12,1,P,84,42,413000,84,5.99,C,N,FRM,CA,SF,95600,F23Q10008971,P,360,1,Other sellers,"ROCKET MORTGAGE, LLC",,,9,,2,N,N
577,754,202305,N,205304,19124.0,0,1,P,43,33,300000,43,6.875,R,N,FRM,TX,PU,75000,F23Q10008982,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
578,764,202303,Y,205302,33340.0,25,1,P,95,30,219000,95,6.0,R,N,FRM,WI,SF,53200,F23Q10008983,P,360,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,H,,2,N,N
579,768,202303,N,205302,25540.0,0,1,P,61,39,130000,61,5.875,R,N,FRM,CT,SF,6000,F23Q10009002,P,360,1,Other sellers,Other servicers,,,9,,1,N,7
580,764,202303,N,205302,38060.0,0,1,I,25,23,105000,25,6.5,R,N,FRM,AZ,PU,85000,F23Q10009004,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
581,790,202303,N,205302,26300.0,0,1,I,75,37,206000,75,7.125,R,N,FRM,AR,PU,71900,F23Q10009011,P,360,2,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N,7
582,796,202303,N,205302,,0,1,P,80,49,248000,80,6.375,R,N,FRM,TN,SF,38500,F23Q10009016,P,360,2,Other sellers,FREEDOM MORTGAGE CORPORATION,,,9,,2,N,7
583,746,202303,Y,205302,35084.0,30,1,P,95,34,285000,95,6.375,C,N,FRM,NJ,SF,8800,F23Q10009072,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,N
584,805,202303,N,205302,43300.0,30,1,P,95,42,162000,95,6.624,C,N,FRM,TX,SF,75000,F23Q10009078,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,N
585,730,202303,Y,205302,25540.0,30,1,P,95,40,523000,95,6.325,C,N,FRM,CT,SF,6400,F23Q10009090,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,N
586,776,202303,N,205302,45300.0,0,1,S,80,37,487000,80,7.125,C,N,FRM,FL,PU,33600,F23Q10009093,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,7
587,739,202303,N,205302,45460.0,12,1,I,85,49,64000,85,6.625,C,N,FRM,IN,SF,47800,F23Q10009104,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,N
588,729,202303,N,205302,12580.0,0,1,I,75,34,114000,75,6.99,C,N,FRM,MD,SF,21200,F23Q10009133,C,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,7
589,748,202303,Y,205302,41700.0,25,1,P,95,44,189000,95,6.125,C,N,FRM,TX,PU,78200,F23Q10009136,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,H,,2,N,N
590,701,202303,N,205302,23104.0,0,1,P,69,44,179000,69,6.5,R,N,FRM,TX,SF,76100,F23Q10009141,C,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,7
591,777,202303,Y,205302,25420.0,0,1,P,75,46,285000,75,6.625,R,N,FRM,PA,SF,17000,F23Q10009186,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
592,720,202303,Y,205302,35614.0,0,1,P,80,45,455000,80,6.625,C,N,FRM,NY,SF,10600,F23Q10009213,P,360,2,Other sellers,"ROCKET MORTGAGE, LLC",,,9,,2,N,7
593,684,202303,N,205302,36220.0,12,1,I,85,39,102000,85,7.625,R,N,FRM,TX,SF,79700,F23Q10009241,P,360,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
594,708,202303,Y,205302,10420.0,35,1,P,97,41,163000,97,7.625,R,N,FRM,OH,SF,44200,F23Q10009244,P,360,2,"CROSSCOUNTRY MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
595,786,202303,Y,205302,35614.0,0,2,P,31,38,240000,31,6.625,R,N,FRM,NY,SF,10300,F23Q10009246,P,360,2,"CROSSCOUNTRY MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
596,766,202303,N,205302,30460.0,0,1,P,58,25,122000,55,7.125,R,N,FRM,KY,SF,40500,F23Q10009252,C,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
597,692,202303,N,203802,35614.0,0,1,P,40,31,175000,40,6.125,R,N,FRM,NJ,SF,7000,F23Q10009273,C,180,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
598,692,202303,Y,203802,35614.0,0,1,P,80,32,276000,80,5.625,R,N,FRM,NY,CP,11300,F23Q10009275,P,180,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
599,802,202303,Y,205302,26900.0,0,1,P,80,38,152000,80,5.75,R,N,FRM,IN,SF,46200,F23Q10009298,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,H,,2,N,7
600,748,202303,Y,205302,15940.0,16,1,P,95,31,138000,95,5.875,R,N,FRM,OH,SF,44600,F23Q10009304,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,H,,2,N,N
601,701,202303,N,205302,38060.0,0,1,P,16,28,100000,16,6.99,R,N,FRM,AZ,PU,85300,F23Q10009318,C,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
602,732,202303,N,205302,,30,1,P,95,40,137000,95,6.5,C,N,FRM,NY,SF,12900,F23Q10009326,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,N
603,770,202303,N,205302,39580.0,0,1,P,33,45,210000,33,6.49,R,N,FRM,NC,PU,27500,F23Q10009333,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N,7
604,809,202303,Y,205302,48424.0,0,1,P,80,42,160000,80,6.49,R,N,FRM,FL,CO,33400,F23Q10009340,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,H,,2,N,7
605,779,202303,N,205302,26420.0,0,1,P,43,49,150000,43,6.125,R,N,FRM,TX,PU,77000,F23Q10009362,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
606,768,202303,N,205302,27260.0,25,1,P,97,43,243000,97,6.5,R,N,FRM,FL,SF,32200,F23Q10009408,P,360,1,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC.",,,H,,2,N,N
607,750,202304,N,205303,,0,1,P,80,42,198000,80,6.0,R,N,FRM,KY,PU,40400,F23Q10009411,C,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
608,663,202303,N,205302,28140.0,0,1,P,70,27,126000,70,7.125,R,N,FRM,MO,SF,64100,F23Q10009412,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
609,774,202303,Y,205302,25540.0,0,1,P,71,27,430000,71,6.25,C,N,FRM,CT,SF,6000,F23Q10009447,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,1,N,7
610,760,202303,N,205302,19124.0,0,1,P,75,39,476000,75,5.75,C,N,FRM,TX,PU,75000,F23Q10009462,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,9,N,7
611,738,202303,Y,205302,,25,1,P,95,46,123000,95,6.375,R,N,FRM,IN,SF,47100,F23Q10009481,P,360,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,H,,2,N,N
612,807,202303,N,205302,34980.0,0,1,P,70,50,460000,70,5.825,R,N,FRM,TN,PU,37100,F23Q10009515,P,360,2,"CROSSCOUNTRY MORTGAGE, LLC",Other servicers,,,9,,1,N,7
613,770,202303,N,205302,37964.0,0,1,I,80,34,64000,80,7.125,R,N,FRM,PA,SF,19100,F23Q10009520,P,360,1,"CROSSCOUNTRY MORTGAGE, LLC",Other servicers,,,9,,2,N,7
614,721,202303,Y,205302,29460.0,35,1,P,97,44,203000,97,6.25,B,N,FRM,FL,SF,33800,F23Q10009545,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
615,695,202303,Y,205302,14454.0,25,1,P,90,45,401000,90,5.875,R,N,FRM,MA,SF,2300,F23Q10009551,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
616,678,202303,N,205302,35660.0,0,1,P,43,44,90000,43,7.125,R,N,FRM,MI,SF,49000,F23Q10009564,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
617,757,202303,N,205302,46140.0,0,1,P,79,46,375000,79,6.625,C,N,FRM,OK,SF,74400,F23Q10009575,P,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N,7
618,772,202303,N,205302,36420.0,0,1,P,33,26,98000,33,6.25,R,N,FRM,OK,PU,73000,F23Q10009586,P,360,2,Other sellers,Other servicers,,,9,,1,N,7
619,788,202303,N,205302,29180.0,25,1,P,86,28,144000,86,6.0,R,N,FRM,LA,SF,70500,F23Q10009588,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
620,711,202304,N,205303,42540.0,0,1,P,80,31,64000,80,5.875,R,N,FRM,PA,SF,18500,F23Q10009606,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
621,636,202303,N,203802,19124.0,0,1,P,51,44,229000,51,5.99,R,N,FRM,TX,PU,75000,F23Q10009608,C,180,2,Other sellers,Other servicers,,,9,,2,N,7
622,734,202303,N,205302,,0,1,I,47,25,70000,47,6.5,R,N,FRM,TX,SF,76200,F23Q10009631,P,360,1,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,9,,2,N,7
623,709,202303,N,205302,30980.0,12,1,P,81,28,127000,81,6.99,R,N,FRM,TX,SF,75600,F23Q10009655,P,360,1,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,9,,2,N,N
624,776,202303,Y,205302,41100.0,25,1,P,97,43,194000,97,5.75,R,N,FRM,UT,SF,84700,F23Q10009657,P,360,1,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,H,,2,N,N
625,661,202303,N,203802,,0,1,P,35,40,90000,35,6.0,R,N,FRM,TX,MH,75700,F23Q10009669,C,180,2,Other sellers,Other servicers,,,9,,2,N,7
626,772,202303,Y,205302,33460.0,30,1,P,95,28,287000,95,6.125,R,N,FRM,MN,SF,55400,F23Q10009675,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
627,716,202303,N,205302,38060.0,0,1,P,80,38,440000,80,5.25,B,N,FRM,AZ,PU,85300,F23Q10009681,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
628,729,202303,N,205302,29620.0,25,1,P,97,36,120000,97,6.0,R,N,FRM,MI,SF,48900,F23Q10009683,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
629,690,202303,N,205302,12060.0,0,1,P,64,33,182000,64,7.0,R,N,FRM,GA,SF,30100,F23Q10009721,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
630,694,202303,N,205302,23060.0,0,1,I,75,3,61000,75,6.125,R,N,FRM,IN,SF,46800,F23Q10009725,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
631,756,202303,Y,205302,24580.0,25,1,P,87,22,165000,87,5.966,B,N,FRM,WI,SF,54300,F23Q10009727,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
632,776,202303,N,205302,31540.0,0,1,S,75,44,248000,75,7.5,R,N,FRM,WI,SF,53500,F23Q10009731,P,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N,7
633,738,202303,N,205302,35614.0,0,1,P,45,50,550000,45,5.99,C,N,FRM,NJ,SF,7600,F23Q10009738,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N,7
634,675,202303,N,205302,31084.0,0,1,P,26,44,165000,26,5.875,B,N,FRM,CA,SF,91700,F23Q10009751,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
635,795,202303,N,205302,48424.0,0,1,P,60,47,306000,60,6.5,R,N,FRM,FL,SF,33400,F23Q10009771,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
636,800,202303,N,205302,45300.0,30,1,P,95,49,723000,95,6.499,C,N,FRM,FL,PU,33500,F23Q10009842,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
637,800,202303,N,205302,39300.0,0,1,P,75,25,311000,75,7.314,B,N,FRM,RI,CO,2800,F23Q10009879,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
638,791,202303,N,205302,22380.0,0,1,S,80,30,356000,80,7.625,B,N,FRM,AZ,PU,86000,F23Q10009880,N,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
639,675,202303,N,203802,32580.0,0,1,P,69,37,114000,69,5.99,R,N,FRM,TX,SF,78500,F23Q10009889,C,180,2,Other sellers,Other servicers,,,9,,2,N,7
640,767,202303,N,205302,38060.0,0,1,P,60,20,302000,60,6.138,B,N,FRM,AZ,CO,85200,F23Q10009974,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N,7
641,785,202303,N,205302,41940.0,0,1,P,47,41,700000,47,6.25,C,N,FRM,CA,SF,95100,F23Q10009984,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
642,744,202303,Y,205302,31540.0,0,1,P,80,42,138000,80,6.125,R,N,FRM,WI,CO,53700,F23Q10009999,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,Other servicers,,,H,,2,N,7
643,728,202303,N,203802,10900.0,0,1,P,71,29,200000,71,5.75,R,N,FRM,PA,SF,18000,F23Q10010007,C,180,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NEW RESIDENTIAL MORTGAGE LLC,,,9,,2,N,7
644,735,202303,Y,205302,20994.0,0,1,P,80,37,160000,80,6.5,B,N,FRM,IL,SF,60100,F23Q10010018,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,1,N,7
645,787,202302,N,205301,36740.0,0,1,I,47,33,175000,47,6.25,B,N,FRM,FL,PU,34700,F23Q10010024,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
646,788,202303,N,205302,33874.0,0,1,P,29,36,170000,29,6.578,C,N,FRM,PA,PU,19300,F23Q10010027,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
647,743,202303,N,205302,19124.0,0,1,P,59,45,456000,59,5.875,R,N,FRM,TX,PU,75000,F23Q10010068,C,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
648,812,202303,Y,205302,35380.0,30,1,P,95,42,181000,95,5.625,B,N,FRM,LA,CO,70000,F23Q10010100,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
649,715,202303,N,203802,26420.0,0,1,P,80,34,212000,80,5.375,R,N,FRM,TX,PU,77400,F23Q10010107,C,180,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
650,638,202303,N,203802,12420.0,0,1,P,38,40,418000,38,5.49,R,N,FRM,TX,SF,78600,F23Q10010108,C,180,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
651,796,202303,N,205302,,0,1,P,53,22,70000,53,6.5,R,N,FRM,OH,SF,44600,F23Q10010128,P,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
652,790,202303,N,205302,41420.0,25,1,P,90,36,413000,90,6.25,R,N,FRM,OR,SF,97300,F23Q10010130,P,360,1,Other sellers,ARVEST BANK,,,9,,2,N,N
653,792,202303,N,205302,28940.0,0,1,P,45,20,127000,45,5.999,R,N,FRM,TN,SF,37800,F23Q10010150,C,360,1,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,2,N,7
654,804,202303,Y,205302,19780.0,0,1,P,50,25,100000,50,6.125,C,N,FRM,IA,SF,50100,F23Q10010165,P,360,1,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,2,N,7
655,682,202303,N,205302,19804.0,0,1,P,70,38,179000,70,6.5,B,N,FRM,MI,SF,48100,F23Q10010175,C,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
656,751,202303,Y,205302,12060.0,30,1,P,95,42,87000,95,6.625,R,N,FRM,GA,MH,30100,F23Q10010192,P,360,1,Other sellers,PHH MORTGAGE CORPORATION,,,9,,2,N,N
